@relation matrizes
@attribute p0 numeric
@attribute p1 numeric
@attribute p2 numeric
@attribute p3 numeric
@attribute p4 numeric
@attribute p5 numeric
@attribute p6 numeric
@attribute p7 numeric
@attribute p8 numeric
@attribute p9 numeric
@attribute p10 numeric
@attribute p11 numeric
@attribute p12 numeric
@attribute p13 numeric
@attribute p14 numeric
@attribute p15 numeric
@attribute p16 numeric
@attribute p17 numeric
@attribute p18 numeric
@attribute p19 numeric
@attribute p20 numeric
@attribute p21 numeric
@attribute p22 numeric
@attribute p23 numeric
@attribute p24 numeric
@attribute p25 numeric
@attribute p26 numeric
@attribute p27 numeric
@attribute p28 numeric
@attribute p29 numeric
@attribute p30 numeric
@attribute p31 numeric
@attribute p32 numeric
@attribute p33 numeric
@attribute p34 numeric
@attribute p35 numeric
@attribute p36 numeric
@attribute p37 numeric
@attribute p38 numeric
@attribute p39 numeric
@attribute p40 numeric
@attribute p41 numeric
@attribute p42 numeric
@attribute p43 numeric
@attribute p44 numeric
@attribute p45 numeric
@attribute p46 numeric
@attribute p47 numeric
@attribute p48 numeric
@attribute p49 numeric
@attribute p50 numeric
@attribute p51 numeric
@attribute p52 numeric
@attribute p53 numeric
@attribute p54 numeric
@attribute p55 numeric
@attribute p56 numeric
@attribute p57 numeric
@attribute p58 numeric
@attribute p59 numeric
@attribute p60 numeric
@attribute p61 numeric
@attribute p62 numeric
@attribute p63 numeric
@attribute class {stroma,epithelium,unknown}
@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,101,77,0,0,0,0,0,0,114,13403,1075,0,0,0,0,1,309,1030,47248,271,0,0,0,0,2,427,1647,16548,2,0,0,0,0,5,20,109,246,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,35,21,0,0,0,0,0,0,16,2661,372,0,0,0,0,0,2,237,12942,981,0,0,0,0,0,179,616,28483,718,0,0,0,0,2,765,1158,80922,1140,0,0,0,1,38,497,4178,74191,2,0,0,0,0,0,0,128,396,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,36,848,70,0,0,0,0,0,51,57,3450,129,0,0,0,0,1,234,88,10071,212,0,0,0,2,11,263,497,16077,15,0,0,0,0,69,40,236,1396,stroma

0,0,0,0,0,0,0,0,0,112,20,0,0,0,0,0,0,9,2498,197,0,0,0,0,0,1,364,20395,599,0,0,0,0,0,269,830,39312,650,0,0,0,0,1,685,1371,79576,348,0,0,0,1,13,137,1983,19756,3,0,0,0,0,10,0,142,462,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,659,137,0,0,0,0,0,2,72,4547,413,0,0,0,0,0,51,202,14868,464,0,0,0,0,2,503,481,54410,1247,0,0,0,1,24,1478,2410,230850,600,0,0,0,0,142,16,5017,48032,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1068,113,0,0,0,0,0,8,200,7621,285,0,0,0,0,0,78,295,19918,305,0,0,0,0,1,513,549,42776,392,0,0,0,1,19,400,1738,44848,11,0,0,0,0,25,8,276,2783,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,758,122,0,0,0,0,0,0,89,8449,519,0,0,0,0,0,39,265,17284,647,0,0,0,0,0,452,553,73074,2561,0,0,0,2,31,1470,2864,207885,570,0,0,0,0,272,7,6247,38241,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,733,157,0,0,0,0,0,2,86,6475,545,0,0,0,0,0,46,283,23312,1018,0,0,0,0,0,401,833,53636,1231,0,0,0,2,31,899,2343,102516,350,0,0,0,2,273,78,2651,25346,stroma

0,0,0,0,0,0,0,0,0,35,5,0,0,0,0,0,0,6,994,89,1,0,0,0,0,0,79,8671,427,0,0,0,0,0,106,377,39514,1324,0,0,0,0,1,1224,1195,220568,3585,0,0,0,1,57,2009,8450,620953,522,0,0,0,2,133,140,8199,49589,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,4,0,0,0,0,0,0,33,2967,119,0,0,0,0,0,34,159,7899,80,0,0,0,0,3,417,223,22800,181,0,0,0,1,18,306,872,14793,0,0,0,0,0,8,0,4,17,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,7408,461,0,0,0,0,2,230,585,30769,179,0,0,0,0,1,285,472,22172,335,0,0,0,1,17,363,1200,26174,5,0,0,0,0,8,9,100,548,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,965,140,0,0,0,0,0,0,162,6000,309,0,0,0,0,1,59,296,12900,270,0,0,0,0,1,422,516,29238,439,0,0,0,1,29,307,1354,28496,10,0,0,0,0,7,0,177,248,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,20,0,0,0,0,0,0,20,797,104,0,0,0,0,0,43,300,36432,3532,0,0,0,0,4,1527,2261,242431,2218,0,0,0,0,56,627,8733,128039,105,0,0,0,0,71,5,1057,12323,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,822,57,0,0,0,0,0,44,94,10576,198,0,0,0,0,2,379,233,32081,416,0,0,0,2,21,1050,1328,116024,27,0,0,0,0,11,0,721,2335,stroma

0,0,0,0,0,0,0,0,0,629,57,0,0,0,0,0,0,280,46901,2228,0,0,0,0,0,19,3524,144279,588,0,0,0,0,2,276,2862,38508,290,0,0,0,0,0,435,741,24630,66,0,0,0,0,11,71,538,4940,0,0,0,0,0,5,0,42,40,epithelium

0,0,0,0,0,0,0,0,0,62,11,0,0,0,0,0,0,235,13079,458,0,0,0,0,0,11,1045,51345,405,0,0,0,0,1,212,1495,39200,214,0,0,0,0,1,263,664,19758,72,0,0,0,0,12,74,449,8299,4,0,0,0,0,11,0,73,188,epithelium

0,0,0,0,0,0,0,0,0,438,26,0,0,0,0,0,0,21,1424,98,0,0,0,0,0,4,452,20673,593,0,0,0,0,1,276,985,36720,683,0,0,0,0,2,374,895,42616,360,0,0,0,0,21,376,1333,53423,226,0,0,0,0,74,0,1919,28708,epithelium

0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,32,2906,318,0,0,0,0,0,3,206,13303,1070,0,0,0,0,1,173,552,37516,1305,0,0,0,0,3,772,1170,106232,2569,0,0,0,0,44,1126,5167,250967,299,0,0,0,0,94,35,4671,17020,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,26,1318,160,0,0,0,0,0,35,156,10877,154,0,0,0,0,1,268,423,11462,81,0,0,0,1,21,180,300,9392,11,0,0,0,2,29,97,186,2446,epithelium

0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,503,70,0,0,0,0,0,0,233,45663,3133,0,0,0,0,1,523,2954,186424,1229,0,0,0,0,2,679,5501,73106,161,0,0,0,1,23,321,848,9148,20,0,0,0,0,43,28,139,1597,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,16,0,0,0,0,0,0,80,2737,145,0,0,0,0,0,69,299,19977,226,0,0,0,0,3,359,793,14617,24,0,0,0,0,12,83,165,1130,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,136,27,0,0,0,0,0,0,39,3555,386,0,0,0,0,0,73,247,19111,1133,0,0,0,0,2,381,569,66010,1376,0,0,0,1,17,1915,2515,344466,2249,0,0,0,0,437,55,13393,136347,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,31,0,0,0,0,0,1,85,2902,287,0,0,0,0,0,54,192,20950,891,0,0,0,0,1,443,691,81994,2538,0,0,0,0,25,2172,3333,436758,1245,0,0,0,1,334,36,11199,97886,stroma

0,0,0,0,0,0,0,0,0,208,26,0,0,0,0,0,0,155,7313,805,0,0,0,0,0,9,1148,84501,1002,0,0,0,0,1,331,3086,61423,119,0,0,0,0,0,102,903,6922,17,0,0,0,0,7,29,109,929,2,0,0,0,0,0,0,21,164,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4925,103,0,0,0,0,0,3,430,14184,313,0,0,0,0,0,173,631,33898,218,0,0,0,0,1,454,712,43635,149,0,0,0,1,9,288,972,22753,0,0,0,0,0,0,0,8,0,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2333,171,0,0,0,0,0,1,147,6512,252,0,0,0,0,0,51,266,10810,194,0,0,0,0,0,276,357,17477,263,0,0,0,3,17,365,691,20495,45,0,0,0,0,75,26,476,4974,stroma

0,0,0,0,0,0,0,0,4,6757,396,0,0,0,0,0,0,1097,62359,305,0,0,0,0,0,18,1539,22404,45,0,0,0,0,1,68,316,4276,18,0,0,0,0,0,24,61,1724,3,0,0,0,0,0,13,58,594,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1511,248,0,0,0,0,0,0,526,57061,1279,0,0,0,0,0,348,2768,79357,534,0,0,0,0,2,440,1980,37320,175,0,0,0,0,9,147,649,11086,22,0,0,0,0,26,44,240,4026,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2463,174,0,0,0,0,0,0,188,44088,823,0,0,0,0,1,270,1798,129310,1310,0,0,0,0,2,1058,3442,173788,631,0,0,0,1,22,443,3643,44160,42,0,0,0,0,158,131,387,7692,stroma

0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,5,3381,365,0,0,0,0,0,0,202,18344,1465,0,0,0,0,0,61,606,48450,1838,0,0,0,0,2,526,1532,139245,6175,0,0,0,1,48,3159,6381,1033949,6809,0,0,0,0,1052,338,31213,530860,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,149,0,0,0,0,0,0,66,9254,678,0,0,0,0,0,53,332,19495,589,0,0,0,0,0,657,769,65606,1437,0,0,0,3,48,675,3670,62960,1,0,0,0,0,0,0,220,73,stroma

0,0,0,0,0,0,0,0,0,56,7,0,0,0,0,0,0,27,1224,175,0,0,0,0,0,2,311,15797,561,0,0,0,0,1,226,720,38873,777,0,0,0,0,2,941,1552,130357,542,0,0,0,0,8,126,3566,33490,0,0,0,0,0,1,0,50,49,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,201,30,0,0,0,0,0,1,166,16165,731,0,0,0,0,1,239,982,37746,220,0,0,0,0,0,350,828,19552,53,0,0,0,0,6,105,273,3244,14,0,0,0,2,77,68,52,1548,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,80,0,0,0,0,0,1,110,9130,523,0,0,0,0,0,131,422,30593,635,0,0,0,0,2,675,1038,67877,830,0,0,0,1,29,506,2932,53454,4,0,0,0,0,4,0,188,115,stroma

0,0,0,0,0,0,0,0,0,168,38,0,0,0,0,0,0,228,34740,1549,0,0,0,0,0,13,2546,143384,1137,0,0,0,0,2,488,3654,99747,504,0,0,0,0,1,283,2215,33231,100,0,0,0,0,13,122,530,7302,22,0,0,0,0,30,17,154,4182,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1095,196,0,0,0,0,0,4,522,24874,662,0,0,0,0,0,284,1148,30593,130,0,0,0,0,0,79,714,6367,7,0,0,0,1,2,27,159,1146,1,0,0,0,0,2,0,22,43,epithelium

0,0,0,0,0,0,0,0,0,210,9,0,0,0,0,0,0,72,5510,265,0,0,0,0,0,8,958,53349,383,0,0,0,0,1,246,1479,41388,156,0,0,0,0,1,198,519,11715,48,0,0,0,0,3,73,192,3839,9,0,0,0,0,33,18,121,2047,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1245,187,0,0,0,0,0,4,446,30465,665,0,0,0,0,0,279,1736,31142,19,0,0,0,0,1,183,263,1335,2,0,0,0,1,2,17,15,82,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,11,0,0,0,0,0,0,151,6167,446,0,0,0,0,2,267,470,38307,719,0,0,0,0,1,296,1374,36292,94,0,0,0,0,13,78,652,6724,8,0,0,0,1,11,204,156,8083,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,237,97,0,0,0,0,0,29,81,4608,309,0,0,0,0,0,295,193,16565,424,0,0,0,2,15,543,677,50387,287,0,0,0,1,181,39,1577,15247,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2431,333,0,0,0,0,0,9,1124,128898,1510,0,0,0,0,0,519,3990,134067,326,0,0,0,0,0,257,2333,29648,34,0,0,0,1,7,85,262,3195,0,0,0,0,1,10,0,19,64,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,17,0,0,0,0,0,0,20,846,77,0,0,0,0,0,70,178,12216,651,0,0,0,0,1,305,529,29126,367,0,0,0,1,13,510,1278,33624,23,0,0,0,2,56,0,345,1485,epithelium

0,0,0,0,0,0,0,0,0,84,30,0,0,0,0,0,0,13,2086,187,0,0,0,0,0,1,122,4363,316,0,0,0,0,0,41,178,8623,433,0,0,0,0,1,291,335,31241,1195,0,0,0,2,31,741,1836,55551,102,0,0,0,0,104,13,1203,14781,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1672,140,0,0,0,0,0,6,345,15540,181,0,0,0,0,0,158,572,11036,28,0,0,0,0,1,86,182,3136,0,0,0,0,0,3,21,8,147,0,0,0,0,1,14,18,4,117,epithelium

0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,18,3449,416,0,0,0,0,0,9,222,18240,981,0,0,0,0,0,112,487,35979,1026,0,0,0,0,1,580,1436,111147,2003,0,0,0,2,35,1212,5087,151183,28,0,0,0,0,71,0,1269,1967,stroma

0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,4621,467,0,0,0,0,0,10,1260,97020,1274,0,0,0,0,0,399,3197,90635,368,0,0,0,0,2,265,1841,39390,106,0,0,0,1,3,12,530,5060,0,0,0,0,0,0,0,4,0,epithelium

0,0,0,0,0,0,0,0,0,28,6,0,0,0,0,0,0,33,1007,134,0,0,0,0,0,1,182,5755,340,0,0,0,0,0,109,280,10697,294,0,0,0,0,3,452,474,32614,458,0,0,0,0,37,267,1838,31396,0,0,0,0,0,3,0,21,7,stroma

0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,22,4188,600,0,0,0,0,0,0,484,34326,1192,0,0,0,0,1,232,1243,60507,760,0,0,0,0,1,784,2466,97746,164,0,0,0,1,28,108,2190,10554,0,0,0,0,0,8,0,1,11,stroma

0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66,6290,203,0,0,0,0,0,16,501,16647,126,0,0,0,0,0,165,433,14341,134,0,0,0,0,2,610,433,59819,71,0,0,0,0,19,68,771,16037,35,0,0,0,0,0,0,187,2741,epithelium

0,0,0,0,0,0,0,0,0,431,56,0,0,0,0,0,0,497,24668,258,0,0,0,0,0,9,818,22392,220,0,0,0,0,1,172,575,24387,352,0,0,0,0,0,289,604,46056,242,0,0,0,1,16,226,1374,46228,1,0,0,0,0,0,0,110,173,epithelium

0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,209,21131,115,0,0,0,0,0,10,1367,39747,72,0,0,0,0,0,189,400,17765,44,0,0,0,0,0,211,290,9915,13,0,0,0,2,2,63,145,2155,0,0,0,0,0,0,0,5,0,epithelium

0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,920,100,0,0,0,0,0,2,57,8235,401,0,0,0,0,1,108,390,22672,416,0,0,0,0,1,617,837,45819,332,0,0,0,0,15,303,1678,18995,0,0,0,0,1,5,0,106,382,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1669,141,0,0,0,0,0,23,145,11509,433,0,0,0,0,1,322,291,37918,839,0,0,0,2,21,1003,1403,134219,393,0,0,0,0,312,141,3226,41690,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3351,304,0,0,0,0,0,2,348,19174,819,0,0,0,0,2,173,732,43675,555,0,0,0,0,1,786,1562,74860,265,0,0,0,0,17,164,2241,15492,7,0,0,0,0,41,18,106,2158,stroma

0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,60,1828,100,0,0,0,0,0,2,254,51394,2510,0,0,0,0,0,498,3506,425047,4461,0,0,0,0,1,1992,13143,520171,741,0,0,0,0,16,206,6016,59257,54,0,0,0,1,21,224,504,16776,epithelium

0,0,0,0,0,0,0,0,1,86,20,0,0,0,0,0,0,322,32536,610,0,0,0,0,0,16,2162,125373,253,0,0,0,0,1,185,1681,30815,80,0,0,0,0,0,198,299,14745,45,0,0,0,0,8,112,310,6466,6,0,0,0,1,57,56,36,1142,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,394,62,0,0,0,0,0,0,43,3915,592,0,0,0,0,0,76,242,21356,1320,0,0,0,0,0,405,810,48160,964,0,0,0,1,27,981,2297,118239,303,0,0,0,1,165,28,3748,19598,stroma

0,0,0,0,0,0,0,0,0,28,6,0,0,0,0,0,0,16,248,69,0,0,0,0,0,0,291,17021,463,0,0,0,0,1,312,992,28530,148,0,0,0,0,1,109,657,8400,34,0,0,0,0,1,21,112,2239,3,0,0,0,1,20,37,44,712,epithelium

0,0,0,0,0,0,0,0,0,6801,539,0,0,0,0,0,0,1044,95079,1034,0,0,0,0,0,38,3515,71211,392,0,0,0,0,1,150,1470,35688,102,0,0,0,0,0,299,763,10786,0,0,0,0,0,0,0,12,38,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,19,1627,270,0,0,0,0,0,1,609,48445,1213,0,0,0,0,1,430,1944,64325,544,0,0,0,0,2,319,2257,42193,37,0,0,0,0,3,7,482,2542,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,745,234,0,0,0,0,0,1,82,7337,835,0,0,0,0,0,60,258,28150,1930,0,0,0,0,1,523,943,108144,2681,0,0,0,2,49,1857,5174,340103,725,0,0,0,1,165,68,8528,40482,stroma

0,0,0,0,0,0,0,0,0,302,28,0,0,0,0,0,0,126,24292,1330,0,0,0,0,0,12,1980,112147,1737,0,0,0,0,1,390,4012,133791,853,0,0,0,0,1,518,3833,69983,124,0,0,0,0,12,114,860,5899,0,0,0,0,0,14,0,5,40,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,30,0,0,0,0,0,0,70,4069,724,0,0,0,0,0,75,423,56980,3434,0,0,0,0,2,1133,2635,180532,2141,0,0,0,2,57,601,6876,121138,313,0,0,0,0,132,231,2707,42068,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,0,0,0,0,0,0,45,3940,435,0,0,0,0,0,59,277,37523,1987,0,0,0,0,1,531,1150,121094,3030,0,0,0,3,38,2474,4804,555162,953,0,0,0,0,229,30,12242,54977,stroma

0,0,0,0,0,0,0,0,0,2054,195,0,0,0,0,0,0,347,38659,900,0,0,0,0,0,11,2406,78783,221,0,0,0,0,0,135,1057,24920,136,0,0,0,0,2,187,749,9630,6,0,0,0,0,9,66,77,1043,0,0,0,0,0,0,0,11,0,epithelium

0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,199,27388,1387,0,0,0,0,0,16,2645,86949,257,0,0,0,0,2,244,1906,20183,25,0,0,0,0,0,38,97,1191,1,0,0,0,0,3,11,28,291,0,0,0,0,0,4,0,5,7,epithelium

0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,3,739,164,0,0,0,0,0,1,567,58623,1614,0,0,0,0,1,416,3105,105853,599,0,0,0,0,1,412,2595,41370,89,0,0,0,0,5,173,523,7281,0,0,0,0,0,0,0,9,38,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,9,0,0,0,0,0,0,24,2125,398,0,0,0,0,1,105,295,38251,579,0,0,0,0,2,457,1466,35169,148,0,0,0,0,12,346,605,9487,12,0,0,0,1,47,19,142,2045,epithelium

0,0,0,0,0,0,0,0,27,16556,507,0,0,0,0,0,1,1235,57188,293,0,0,0,0,0,31,1685,17049,51,0,0,0,0,1,62,211,4103,65,0,0,0,0,0,81,120,2947,6,0,0,0,0,1,5,60,115,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,5,2834,29,0,0,0,0,0,0,424,19716,171,0,0,0,0,0,14,777,14514,23,0,0,0,0,0,26,230,2430,5,0,0,0,0,0,41,31,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1347,235,0,0,0,0,0,4,561,56682,1119,0,0,0,0,0,373,2194,88914,788,0,0,0,0,0,631,2213,58233,378,0,0,0,0,15,289,1303,32361,132,0,0,0,0,18,0,721,20848,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,641,88,0,0,0,0,0,0,80,3344,83,0,0,0,0,1,59,152,4907,59,0,0,0,0,2,304,190,10914,82,0,0,0,0,8,88,381,4344,2,0,0,0,0,20,7,50,256,stroma

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,976,219,0,0,0,0,0,0,131,6076,721,0,0,0,0,0,61,250,19651,1014,0,0,0,0,0,464,840,58593,1787,0,0,0,4,32,1088,3256,143854,73,0,0,0,0,35,3,2385,4969,stroma

0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,6,958,65,0,0,0,0,0,0,108,7698,356,0,0,0,0,0,101,345,23308,521,0,0,0,0,3,532,740,55509,685,0,0,0,1,25,768,2128,96554,108,0,0,0,0,64,13,1279,6583,stroma

0,0,0,0,0,0,0,0,0,231,50,0,0,0,0,0,0,550,159517,6287,0,0,0,0,0,28,13260,931626,2029,0,0,0,0,0,673,14941,215143,181,0,0,0,0,0,195,1286,22162,8,0,0,0,0,0,6,74,653,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,16,0,0,0,0,0,0,14,3733,539,0,0,0,0,0,85,341,31783,781,0,0,0,0,0,248,1295,35291,513,0,0,0,0,5,403,1199,33287,257,0,0,0,1,155,565,995,63175,epithelium

0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,18,2270,511,0,0,0,0,0,3,356,45857,4974,0,0,0,0,1,491,2604,196422,3381,0,0,0,0,1,1399,7986,304172,1644,0,0,0,1,33,350,8925,66839,156,0,0,0,1,126,25,995,14680,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,558,78,0,0,0,0,0,3,80,5738,232,0,0,0,0,0,46,261,16568,462,0,0,0,0,1,481,489,63688,1074,0,0,0,3,31,961,2700,101645,60,0,0,0,0,64,4,938,5877,stroma

0,0,0,0,0,0,0,0,5,1262,179,0,0,0,0,0,0,505,44322,1466,0,0,0,0,0,35,2768,105392,412,0,0,0,0,0,136,2277,30156,125,0,0,0,0,0,87,539,12433,113,0,0,0,0,0,140,329,11328,19,0,0,0,0,24,0,241,3796,epithelium

0,0,0,0,0,0,0,0,1,346,14,0,0,0,0,0,0,161,7896,445,0,0,0,0,0,0,1024,62950,553,0,0,0,0,1,334,2106,70026,234,0,0,0,0,0,139,1417,31927,50,0,0,0,0,0,0,402,3158,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,26,0,0,0,0,0,1,25,961,137,0,0,0,0,1,76,116,7746,268,0,0,0,0,0,310,262,25020,361,0,0,0,3,34,501,1318,30782,1,0,0,0,0,0,0,41,11,stroma

0,0,0,0,0,0,0,0,0,112,61,0,0,0,0,0,0,246,35484,1110,0,0,0,0,0,26,2380,61939,253,0,0,0,0,0,101,1226,11109,39,0,0,0,0,1,106,261,4464,13,0,0,0,1,7,95,239,3536,0,0,0,0,1,7,0,14,19,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1322,138,0,0,0,0,0,1,244,9873,298,0,0,0,0,0,237,583,18329,104,0,0,0,0,1,213,471,6871,20,0,0,0,1,0,10,104,1054,1,0,0,0,0,0,0,42,883,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9712,453,0,0,0,0,0,11,1332,74852,344,0,0,0,0,1,287,1330,36421,106,0,0,0,0,0,126,446,8980,15,0,0,0,0,4,85,96,1559,9,0,0,0,0,82,16,50,1661,epithelium

0,0,0,0,0,0,0,0,0,27384,1692,0,0,0,0,0,0,3269,377886,2654,0,0,0,0,0,61,11034,190040,522,0,0,0,0,0,161,2324,41696,265,0,0,0,0,1,208,848,21559,125,0,0,0,1,4,125,494,14982,37,0,0,0,0,52,0,600,16846,epithelium

0,0,0,0,0,0,0,0,6,56586,1479,0,0,0,0,0,0,3847,127365,414,0,0,0,0,0,14,1670,32688,177,0,0,0,0,0,67,746,13401,54,0,0,0,0,1,143,282,6417,12,0,0,0,0,3,52,174,4677,3,0,0,0,0,8,0,64,150,epithelium

0,0,0,0,0,0,0,0,0,3239,184,0,0,0,0,0,0,715,44193,420,0,0,0,0,0,18,1883,20414,56,0,0,0,0,0,43,225,3234,7,0,0,0,0,1,115,63,775,0,0,0,0,0,2,6,4,20,0,0,0,0,0,6,0,2,0,epithelium

0,0,0,0,0,0,0,0,0,1540,294,0,0,0,0,0,0,633,91738,5958,0,0,0,0,0,53,5609,442934,2916,0,0,0,0,0,522,14272,162782,108,0,0,0,0,0,62,2002,9766,0,0,0,0,0,0,0,45,87,0,0,0,0,0,0,0,0,0,epithelium

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,445,70,0,0,0,0,0,0,213,20661,382,0,0,0,0,2,187,838,29519,178,0,0,0,0,0,274,772,13473,45,0,0,0,1,9,137,182,4918,20,0,0,0,1,116,10,187,2154,epithelium

0,0,0,0,0,0,0,0,2,28965,964,0,0,0,0,0,0,2078,163254,2533,0,0,0,0,0,35,5147,222997,1599,0,0,0,0,0,382,5779,120080,546,0,0,0,0,1,253,2344,42999,144,0,0,0,0,7,78,892,8435,11,0,0,0,0,9,11,169,1810,epithelium

0,0,0,0,0,0,0,0,0,1247,48,0,0,0,0,0,0,167,37206,3931,0,0,0,0,0,12,3956,585584,5959,0,0,0,0,2,1050,18401,459742,2202,0,0,0,0,0,620,8087,171917,651,0,0,0,0,16,380,3164,57331,49,0,0,0,0,108,2,750,6318,epithelium

0,0,0,0,0,0,0,0,0,3797,218,0,0,0,0,0,0,1108,103979,942,0,0,0,0,0,27,3690,78446,156,0,0,0,0,1,158,872,14640,65,0,0,0,0,0,86,278,4768,23,0,0,0,0,2,33,121,3140,6,0,0,0,0,24,0,92,1884,epithelium

0,0,0,0,0,0,0,0,0,379,9,0,0,0,0,0,0,212,16400,514,0,0,0,0,0,28,1313,32293,44,0,0,0,0,2,98,500,4040,11,0,0,0,0,0,131,29,827,0,0,0,0,0,0,3,13,36,0,0,0,0,0,0,0,0,0,epithelium

